title,authors,journal,publication_date,doi,pmid,pmcid,abstract,url,source_database,is_preprint,relevance_score,tags
Frequency and Distribution of Lymphomas in Northwestern India: A Retrospective Analysis of 923 Cases Using the Latest World Health Organization Classification 5(th) Edition.,Thayakaran IP; Parikh B,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion,2026 May,10.1007/s12288-025-02038-3,42040722,PMC13109515,"UNLABELLED: Lymphoma is a diverse category of hematological malignancy with geographic variation. This study aimed to determine the frequency and distribution of lymphomas in a single large tertiary care center in northwestern India where there has been paucity of regional data and to compare them with the Indian and world data. Histopathologic material of 923 lymphoma patients with their clinicopathologic data were analysed between the years 2021 to 2023. The lymphoma diagnosis was based on the current guidelines using morphologic and immunophenotypic methods in an appropriate clinical context. Of 923 lymphomas (N = 923), Hodgkin lymphoma (HL) constituted 33% (n = 305) and non-Hodgkin lymphomas (NHLs) constituted 77% (n = 618). B cell NHL accounted for 56% (n = 518) and T cell NHL 10% (n = 100). Diffuse large B cell lymphoma, NOS (n = 235) and peripheral T cell lymphoma, NOS (n = 10) were the commonest B and T-NHLs respectively. Hodgkin lymphoma comprised 305 cases (Hodgkin lymphoma, n = 305) of which classic Hodgkin lymphoma (CHL) comprised 293 cases (CHL, n = 293) and nodular lymphocyte predominant Hodgkin lymphoma comprised 12 cases (NLPHL, n = 12). When compared with the Indian and world data the prevalence of splenic marginal zone lymphoma (3.4%), mantle cell lymphoma (6.5%), plasmablastic lymphoma (1.3%) and primary mediastinal large B-cell lymphoma (1.3%) were higher. Immune deficiency/dysregulation related lymphomas(IDD-L, n = 39) constituted 4.2% of which HIV infection was the most frequent and DLBCL was the commonest lymphoma. The incidence of lymphoma in our region, that is the western India is quite comparable to the data from different studies available from the other parts of India and the world albeit with a few lymphomas showing rare features. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s12288-025-02038-3.",https://pubmed.ncbi.nlm.nih.gov/42040722/,PubMed,False,7,epidemiology;review_guideline;treatment
